text,aspect_start,aspect_end,opinion_start,opinion_end,sentiment,category
chúc m?ng anh double 2t c?a iem,2,4,0,1,positive,OTHER
2t ?óng tune quá m??t,0,0,1,4,positive,SPECIALIZE
tui mê ông giang l?m nè ?o?n tr? l?i câu h?i nhìn ông gi?n c?ng r?t c?ng,2,3,1,1,positive,OTHER
tui mê ông giang l?m nè ?o?n tr? l?i câu h?i nhìn ông gi?n c?ng r?t c?ng,2,3,6,15,positive,APPEARANCE
"bài c?a justate siêu catchy , nghe cái thu?c cái hok li?n phía ngoài",0,2,3,11,positive,SPECIALIZE
ch? qu?nh qu?nh ??p ?áo ?? nghiêng n??c nghiêng thành luôn d??i phía ngoài,0,2,3,10,positive,APPEARANCE
team b ray quá ??nh bài này s? lên top n?a r?i,0,2,4,4,positive,OTHER
ôi tr?i hi?u th? 2 càng ngày càng hài,2,4,5,8,positive,SPECIALIZE
hu?nh công hi?u hôm nay rap hay c? th?,0,2,5,6,positive,SPECIALIZE
"a karik ??ng tham gia ch??ng trình này n?a , m?t ch?t l?m anh à , ch??ng trình d? b?n",0,1,,,neutral,OTHER
"a karik ??ng tham gia ch??ng trình này n?a , m?t ch?t l?m anh à , ch??ng trình d? b?n",16,17,18,19,negative,SPECIALIZE
nay video lên hình nhìn b?t m?t r?t c?ng nh? là,1,1,2,7,positive,TECHNICAL
mình th?y sao lvd hay h?n thua v?i sân si quá z,3,3,4,9,negative,APPEARANCE
mê ch? su quá . ch? xinh quá ch? ?i,1,2,0,0,positive,OTHER
mê ch? su quá . ch? xinh quá ch? ?i,1,2,6,6,positive,APPEARANCE
"chúc m?ng double 2t , r?t x?ng ?áng quán quân rap vi?t mùa 3",2,3,0,13,positive,SPECIALIZE
á quân vì thi?u r?c trai á quân vì rap fan t? c?a 24k rider,13,14,0,14,negative,SPECIALIZE
"tem bray , hu?nh công hi?u ??nh , ??nh , ??nh th? nh?ng",0,5,,10,positive,OTHER
t?p này xem c?m ??ng r?t tr?i huhu sau cùng,0,1,3,4,positive,SPECIALIZE
chúc m?ng em chàng trai mi?n núi chúc m?ng toàn th? các b?n,3,6,0,2,positive,OTHER
nh ma coi mà c? s? h?t không có ?? coi n?a,,,2,11,neutral,OTHER
rv mùa 3 quá hay chúc m?ng ban t? ch?c . nghe anh thai vg rap th?t ?ã tai v? phía bên ngoài là,0,2,3,4,positive,OTHER
rv mùa 3 quá hay chúc m?ng ban t? ch?c . nghe anh thai vg rap th?t ?ã tai v? phía bên ngoài là,7,9,5,6,positive,OTHER
rv mùa 3 quá hay chúc m?ng ban t? ch?c . nghe anh thai vg rap th?t ?ã tai v? phía bên ngoài là,13,14,11,18,positive,SPECIALIZE
rap vi?t mùa 3 này quá thành công . r?t hay và bùng n?,0,3,5,13,positive,SPECIALIZE
t?p này c??i ?au b?ng luôn ý hay quá,0,1,2,8,positive,OTHER
ch?c có mình tui th?y double 2t rap nh? c th?m chí,5,6,7,9,negative,SPECIALIZE
??i c?a tr??ng giang ?n gian,0,3,4,5,negative,APPEARANCE
chung k?t gì nhìn toàn nh?ng g??ng m?t rác ví d?,0,1,,,negative,SPECIALIZE
??i v?i mình mùa này th?y hài mà vui nh?t luôn á hóng mùa 8,3,4,6,9,positive,SPECIALIZE
??i v?i mình mùa này th?y hài mà vui nh?t luôn á hóng mùa 8,13,13,12,12,positive,SPECIALIZE
chi?n th?ng quá ngo?n m?c ng??i mi?n núi ch?t qua,5,8,0,4,positive,OTHER
m? c?a b?p phúc h?u r?t ra phía bên ngoài,0,2,3,4,positive,APPEARANCE
ph?n bray v?i anh thái vg ??nh vào ?ó là,0,5,6,6,positive,OTHER
"chúc m?ng dt , có c? tài n?ng và s? khiêm t?n yêu rhyder ra ngoài",2,2,0,11,positive,SPECIALIZE
"chúc m?ng dt , có c? tài n?ng và s? khiêm t?n yêu rhyder ra ngoài",13,13,12,12,positive,SPECIALIZE
th? nh?ng sao nghe gi?ng voi ri?t ch?p ngh? t?i anh tùng d??ng nh?,4,5,8,13,neutral,SPECIALIZE
tr oiii negav l? phép quá ??ng d?y m?i m? b?p ?n c?m,2,2,3,5,positive,CHARACTERISTIC
tr oiii negav l? phép quá ??ng d?y m?i m? b?p ?n c?m,2,2,6,12,positive,APPEARANCE
mình th?y hoa n?ng bài nh?c c? tu?i th? c?a mình anh v?n ??p và hát hay nh? ngày nào mong anh tr? l?i vs khán gi? ?,11,11,12,13,positive,APPEARANCE
mình th?y hoa n?ng bài nh?c c? tu?i th? c?a mình anh v?n ??p và hát hay nh? ngày nào mong anh tr? l?i vs khán gi? ?,11,11,15,19,positive,SPECIALIZE
mình th?y hoa n?ng bài nh?c c? tu?i th? c?a mình anh v?n ??p và hát hay nh? ngày nào mong anh tr? l?i vs khán gi? ?,,,2,10,positive,SPECIALIZE
mình th?y hoa n?ng bài nh?c c? tu?i th? c?a mình anh v?n ??p và hát hay nh? ngày nào mong anh tr? l?i vs khán gi? ?,11,11,20,27,positive,APPEARANCE
game show rác theo ?i?u,0,1,2,2,negative,SPECIALIZE
vui nh?t là vui nh?t ý là di?n vui mà không ai c??i h? do ?ó,,,0,12,negative,SPECIALIZE
thích cách mà cris luôn ? bên c?nh v? mình kích thích,3,3,0,9,positive,APPEARANCE
"2t quá ??nh , quán quân c?a b?n nh? 1 phép màu . quá x?ng ?áng",0,0,2,2,positive,SPECIALIZE
"2t quá ??nh , quán quân c?a b?n nh? 1 phép màu . quá x?ng ?áng",0,0,1,15,positive,SPECIALIZE
"2t quá ??nh , quán quân c?a b?n nh? 1 phép màu . quá x?ng ?áng",0,0,1,2,positive,SPECIALIZE
"2t quá ??nh , quán quân c?a b?n nh? 1 phép màu . quá x?ng ?áng",6,12,13,14,positive,SPECIALIZE
cái nón c?a big dady và justate ??nh thi?t,0,6,7,8,positive,SPECIALIZE
"2 mùa tr??c team kr , gi? team bray ?n áp nh?t . th?t luôn",3,4,0,11,positive,SPECIALIZE
"2 mùa tr??c team kr , gi? team bray ?n áp nh?t . th?t luôn",7,8,0,11,positive,SPECIALIZE
thích huy v?i hi?u m?t ??i à 2 ng??i ?àn ông nh?t team lên phía ngoài là,1,3,0,0,positive,SPECIALIZE
thích huy v?i hi?u m?t ??i à 2 ng??i ?àn ông nh?t team lên phía ngoài là,1,3,7,12,positive,APPEARANCE
justate ?úng ngh? nhân giúp các thí sinh hoàn ch?nh .,0,0,1,9,positive,OTHER
thích nh?t ti?t m?c c?a justate và 2t gi?ng nh?,2,7,0,1,positive,OTHER
chúc m?ng team big . chúc m?ng d2t lên phía ngoài,2,3,0,1,positive,OTHER
chúc m?ng team big . chúc m?ng d2t lên phía ngoài,7,7,5,6,positive,OTHER
vui và hay nh?ng ph?i d? và lây l?i n?a là h?t n??c ch?m bên ngoài là,,,0,2,positive,SPECIALIZE
vui và hay nh?ng ph?i d? và lây l?i n?a là h?t n??c ch?m bên ngoài là,,,4,13,neutral,SPECIALIZE
vì sao karik che m?t và không nói gì su?t ?o?n video tr?c ti?p th? nh?ng,2,2,0,13,neutral,APPEARANCE
"chung k?t mà âm thanh thì rè , ?èn thì t?i hù bên ngoài là",3,4,6,6,negative,TECHNICAL
"chung k?t mà âm thanh thì rè , ?èn thì t?i hù bên ngoài là",8,8,10,11,negative,TECHNICAL
tui ngh? t?p này có thúy ngân r?i vui quá có ai hóng thúy ngân nh? tui hong,5,6,2,9,positive,APPEARANCE
tui ngh? t?p này có thúy ngân r?i vui quá có ai hóng thúy ngân nh? tui hong,13,14,10,17,positive,APPEARANCE
ai vô ??ch c?ng ???c . chung k?t này hay,6,7,0,9,positive,SPECIALIZE
chúc m?ng em ?ã mang b?n s?c dân t?c tày thái hmong,,,,,neutral,OTHER
"t?t c? ??u ok khi ??t g xu?t hi?n , sao k? ?ánh ph? n? không ai lên án vào phía ngoài",,,,,neutral,OTHER
nh?c x?n quá . love ch??ng trình,0,0,1,2,positive,SPECIALIZE
nh?c x?n quá . love ch??ng trình,5,6,4,6,positive,SPECIALIZE
vs toii ngân ch? l?i mình m?i xem yêu cái th?t thà c?a bé,2,2,5,13,positive,CHARACTERISTIC
ch??ng trình có tính gi?i trí cao c?m ?n ch??ng trình,0,1,2,6,positive,SPECIALIZE
ch??ng trình có tính gi?i trí cao c?m ?n ch??ng trình,9,10,7,8,positive,OTHER
"??i nào c?ng hay , x?ng ?áng ?êm chung k?t",0,0,3,6,positive,OTHER
nghe ?o?n anh thái rap n?i h?t c? da gà,1,4,,9,positive,SPECIALIZE
d2t trc khi ??n chung k?t nó có b?n hit à lôi nên ???c nhi?u fan quá ho?c,0,0,1,16,neutral,SPECIALIZE
d2t trc khi ??n chung k?t nó có b?n hit à lôi nên ???c nhi?u fan quá ho?c,4,5,,,neutral,SPECIALIZE
d2t trc khi ??n chung k?t nó có b?n hit à lôi nên ???c nhi?u fan quá ho?c,10,11,,,neutral,SPECIALIZE
sao nhi?u view mà ít like v?y xu?ng phía bên trong là,,,1,5,neutral,TECHNICAL
suboi bi?u di?n n?i da gà,0,0,1,5,positive,SPECIALIZE
"gi?ng anh thái hay th?t ý , gi?ng ông ý tr? m?ng à",0,2,3,12,positive,SPECIALIZE
vanda suboi thaivg là ??nh bên ngoài là,0,2,4,4,positive,OTHER
ver c?a hu?nh công hi?u hay ác,0,4,5,5,positive,SPECIALIZE
t th?y quán quân éo s?ng ?áng,2,3,4,6,negative,OTHER
"nghe ?i nghe l?i , ng??i mi?n núi ch?t v?n hay nh?t gây ra",5,8,0,11,positive,SPECIALIZE
top 3 quá x?ng ?áng nh?c quá hay,0,1,2,4,positive,SPECIALIZE
top 3 quá x?ng ?áng nh?c quá hay,5,5,6,7,positive,SPECIALIZE
m?t hành trình quá tuy?t v?i thay ??i cu?c ??i c?a double 2t sau ?ó,,,,,neutral,OTHER
tuy?t v?i double2t x?ng ?áng v?i n? l?c . phía ngoài là,2,2,,,positive,OTHER
ui hi?u tinh t? x?u luôn lúc anh cris c?t th?t c? s? ?nh ??t tay nh?c hoài luôn,1,1,2,3,positive,CHARACTERISTIC
chúc m?ng double 2t quá x?ng ?áng,2,3,4,6,positive,OTHER
th?ng rider hát ??m cho andre hay ??y,0,2,6,6,positive,SPECIALIZE
thích tr?n thành . thích t?t c? hlv,1,2,0,0,positive,OTHER
thích tr?n thành . thích t?t c? hlv,7,7,4,4,positive,OTHER
chung k?t n?m nay nh?c ch?t l??ng h?n h?n m?y n?m tr??c tuy nhiên v?y,0,3,4,11,positive,SPECIALIZE
d??ng lâm phin thà nhìn chó ch? ch? h? nhìn ba nó ,0,2,3,11,neutral,APPEARANCE
cris hay r?t vui d? th??ng mà nhanh chân ?á cái chuông l? thi?c k? ?ó,0,0,1,5,positive,CHARACTERISTIC
cris hay r?t vui d? th??ng mà nhanh chân ?á cái chuông l? thi?c k? ?ó,0,0,7,13,positive,SPECIALIZE
ti?c cho 24k quá ??i v?i,2,2,0,0,positive,OTHER
?o?n c?a anh thái nghe ?ã thi?t,0,3,4,6,positive,SPECIALIZE
iu anh karik,1,2,0,0,positive,OTHER
nói v? cris ?á chuông ??nh cao thi?t ch?,2,2,3,8,positive,APPEARANCE
không hi?u sao nh?ng mà tui v?n c? thích nh?t c?a ??i anh thái vg t?t nhiên,11,14,8,8,positive,SPECIALIZE
"b?t ng? quá ?i thôi , 2t sáng nh?t ?êm nay . team anh big mãi keo",6,6,0,10,positive,SPECIALIZE
"b?t ng? quá ?i thôi , 2t sáng nh?t ?êm nay . team anh big mãi keo",12,14,15,16,positive,OTHER
ch??ng trình hay quá hay luôn,0,1,2,5,positive,SPECIALIZE
nói d? cc gì mà gi?i thi?u quài ch??ng trình nh? lon,8,9,,7,negative,TECHNICAL
nói d? cc gì mà gi?i thi?u quài ch??ng trình nh? lon,8,9,10,11,negative,OTHER
mình ngh? ?? phân gi?i video lúc ??u th?p quá,2,5,2,9,negative,TECHNICAL
rác t? vòng 1 qua phía bên ngoài là,,,0,0,negative,OTHER
t?i sao 24k k dc quán quân ch? ngo?i b? là,2,2,,,neutral,SPECIALIZE
"chúc m?ng d2t , em quá x?ng ?áng bigteam mãi ??nh r?i",2,2,0,2,positive,OTHER
"chúc m?ng d2t , em quá x?ng ?áng bigteam mãi ??nh r?i",2,2,6,7,positive,OTHER
"chúc m?ng d2t , em quá x?ng ?áng bigteam mãi ??nh r?i",8,8,10,10,positive,OTHER
"chúc m?ng d2t , em quá x?ng ?áng bigteam mãi ??nh r?i",2,2,0,7,positive,SPECIALIZE
"chúc m?ng d2t , em quá x?ng ?áng bigteam mãi ??nh r?i",8,8,9,10,positive,SPECIALIZE
"t?p này ?úng ??nh luôn , bài nào c?ng hay . chúc m?ng d2t tuy v?y",0,1,2,9,positive,SPECIALIZE
"t?p này ?úng ??nh luôn , bài nào c?ng hay . chúc m?ng d2t tuy v?y",6,7,8,9,positive,SPECIALIZE
"t?p này ?úng ??nh luôn , bài nào c?ng hay . chúc m?ng d2t tuy v?y",13,13,11,12,positive,OTHER
sao th?y n?u ?n mình thích tr??ng giang quá,,,,,neutral,OTHER
nghe vanda rap hi?u ch?t li?n c? hài hài,1,1,2,8,negative,SPECIALIZE
thái vg ?úng lão làng rap hay quá,0,1,5,7,positive,OTHER
tui ngh? tr??ng giang v?i v? d? th??ng nhau c?ng x?u,2,6,7,11,positive,APPEARANCE
negav b? phi?u cho ??i sà bì ch??ng kìa,0,0,1,8,neutral,APPEARANCE
big dady có n? c??i to? sáng ghê . l?i còn cao ráo n?a . ?úng nh? v?y,0,1,2,13,positive,APPEARANCE
ng??i ta b?o ??y là ng??i mi?n núi ch?t duble2t xu?ng phía bên trong,,,,,neutral,OTHER
tr?i ?i nay có 3 khách m?i luôn quá ?ông vui,4,6,9,10,positive,APPEARANCE
right quá hay qua phía bên ngoài là,0,0,1,2,positive,OTHER
nghe tâm s? gi?ng hát c?a hoàng h?i mình th?t s? r?t xúc ??ng,3,8,11,13,positive,APPEARANCE
?o?n ông thái rap ta m?c dù không hi?u mà công nh?n nghe dính vãi,0,4,5,14,positive,SPECIALIZE
?o?n ông thái rap ta m?c dù không hi?u mà công nh?n nghe dính vãi,0,4,7,8,negative,SPECIALIZE
?o?n ông thái rap ta m?c dù không hi?u mà công nh?n nghe dính vãi,0,4,12,13,positive,SPECIALIZE
tính ra mùa 7 này t?p nào c?ng vui luôn á mãi ?ng h?,2,4,5,13,positive,SPECIALIZE
công nh?n cris th??ng v? thi?t,2,2,3,5,positive,APPEARANCE
team big nghe nh?c ai c?ng cu?n . âm thanh hay . r?i sau ?ó,0,1,3,6,positive,SPECIALIZE
team big nghe nh?c ai c?ng cu?n . âm thanh hay . r?i sau ?ó,0,1,8,9,positive,SPECIALIZE
bài c?a rhyder và andre không hay,0,4,5,6,neutral,SPECIALIZE
nói riêng a tú v?i hà nhi th?y c?ng quá thích c?p ?ôi này,2,6,7,13,positive,APPEARANCE
sao âm thanh t?p này b? rè v?y nh?,1,4,5,6,negative,TECHNICAL
he he nay di?u lâm m?c ?? ?ôi v?i hi?u,3,4,5,9,positive,APPEARANCE
ai c?ng gi?i ai c?ng x?n xò x?ng ?áng nh?ng mà tui nghi?n 24k . right bên d??i là,13,15,0,15,positive,SPECIALIZE
eo ôi t?p này vui x?u luôn c??i toét m?m v?i chú lu?t lên phía bên ngoài là,2,3,4,5,positive,SPECIALIZE
nói chung eo ôi t?p này hài x?u luôn c??i toét m?m v?i chú lu?t,4,5,6,7,positive,SPECIALIZE
b?p gi?i r?t à trí nh? c?c siêu t?c là,0,0,1,3,positive,SPECIALIZE
b?p gi?i r?t à trí nh? c?c siêu t?c là,0,0,4,7,positive,SPECIALIZE
ông n?i phuc du hát ch? nghe ???c gì ngoài ch? bánh mì,0,3,4,12,negative,SPECIALIZE
ch? có tr?n thành d?n ch??ng trình rap vi?t m?i hay nh? th? . quá ??nh tuy v?y,2,3,0,15,positive,SPECIALIZE
ch? có tr?n thành d?n ch??ng trình rap vi?t m?i hay nh? th? . quá ??nh tuy v?y,7,7,,,neutral,SPECIALIZE
chúc m?ng anh d2t v? phía,2,3,0,1,positive,OTHER
bài hát c?a hà mã hát r?t hay ti?p xúc,0,4,5,7,positive,SPECIALIZE
v?n thích nghe anh karik ráp nh?t my love theo,3,4,1,1,positive,SPECIALIZE
má ?i m?c v?n khoa không có duyên di?n không ti?n b? ,3,4,5,11,negative,SPECIALIZE
chuc mung d2t quan quan rap viet bên ph?i là,2,2,0,6,positive,OTHER
tez mãi ??nh,0,1,2,2,positive,OTHER
thích ti?t m?c c?a anh thái,1,,0,0,positive,SPECIALIZE
?êm nay bài nào c?ng hay team bray team anh thái d2t cùng v?i anh te quá hay phía trái,6,15,17,17,positive,SPECIALIZE
team big nghe nh?c ai c?ng cu?n . âm thanh hay .,0,1,3,6,positive,SPECIALIZE
team big nghe nh?c ai c?ng cu?n . âm thanh hay .,0,1,8,9,positive,SPECIALIZE
nh?ng mà b? g?u hát có n?i bu?n ghé qua quá hay kh?c kho?i da di?t và day d?t không nguôi,2,3,4,20,positive,SPECIALIZE
right quá hay,0,0,1,2,positive,OTHER
s? k?t h?p vanda v?i suboi quá là tuy?t,0,5,6,8,positive,SPECIALIZE
rap vi?t n?m nay quá hay toàn nh?ng nhân v?t có tâm và có t?m,0,3,4,14,positive,SPECIALIZE
lúc cu?i b? m?t ti?ng r?i kìa,,,2,4,negative,TECHNICAL
bài team thai vg quá hay luôn . replay quài luôn phía trái là,0,3,4,10,positive,SPECIALIZE
nói chung tr??ng th? vinh cõng v? d? c??i x?u,2,7,8,9,positive,APPEARANCE
mình th?y có ai th?y anh cris g?p v? ch?y l?i ôm ui má ?i c?ng x?u 2 v? ch?ng nhà này,5,6,2,21,positive,APPEARANCE
s? k?t h?p vanda v?i suboi quá là tuy?t phía ngoài,0,5,6,8,positive,SPECIALIZE
"nhanh th?t , m?i ??y mà ?ã h?t mùa 3 r?i nh? là",8,9,0,10,positive,OTHER
"quá ti?c cho 24k right , gi?i th??ng l?i vào tay c?a 42k left m?i ?au ch?",3,4,0,1,positive,SPECIALIZE
"quá ti?c cho 24k right , gi?i th??ng l?i vào tay c?a 42k left m?i ?au ch?",12,13,6,10,neutral,SPECIALIZE
suboi d? th??ng mà vô nh?c là ng?u bên ph?i là,0,0,1,7,positive,APPEARANCE
?a alo hi?u th? hai ?n qu?t,2,4,5,6,positive,APPEARANCE
nh?ng mà quay gì mà quay lúc 3 gi? sáng v?y,,,2,9,negative,TECHNICAL
hi v?ng có mùa 3 ch??ng trình hay tôi hay m? cho con xem ?? thêm m?n ??t n??c vi?t nam mình ?i theo phía bên ngoài,,,0,4,positive,SPECIALIZE
hi v?ng có mùa 3 ch??ng trình hay tôi hay m? cho con xem ?? thêm m?n ??t n??c vi?t nam mình ?i theo phía bên ngoài,,6,7,21,positive,SPECIALIZE
ch? th?y l? khi tez không có trong top 5 . 2t x?ng ?áng . vì khiêm t?n và r?t ch?t,4,4,5,9,negative,SPECIALIZE
ch? th?y l? khi tez không có trong top 5 . 2t x?ng ?áng . vì khiêm t?n và r?t ch?t,11,12,12,13,positive,SPECIALIZE
ch? th?y l? khi tez không có trong top 5 . 2t x?ng ?áng . vì khiêm t?n và r?t ch?t,11,11,16,17,positive,CHARACTERISTIC
?éo hi?u sao cho th?ng campuchia b?n lên rap làm c gì ra phía,4,5,,,negative,OTHER
nh?ng bài c?a d2t khi?n tôi nghe nhi?u nh?t,0,3,6,7,positive,SPECIALIZE
2t hay quá . nghe ?i nghe l?i luôn,0,0,1,1,positive,OTHER
có v? a lu?t v?n là mang l?i ti?ng c??i hay nh?t,2,3,6,11,positive,APPEARANCE
justate ?úng th?t có m?t nhìn ng??i và sau ?ó,0,0,2,6,positive,OTHER
t?t nhiên t?p này khách m?i không theo k?p dàn cast nên nh?t nhoà quá ,4,5,2,14,negative,APPEARANCE
"chúc m?ng double 2t , quán quân là v? trí r?t x?ng ?áng v?i 2t . ch?ng h?n",2,3,0,1,positive,OTHER
"chúc m?ng double 2t , quán quân là v? trí r?t x?ng ?áng v?i 2t . ch?ng h?n",14,14,11,12,positive,SPECIALIZE
"chúc m?ng double 2t , quán quân là v? trí r?t x?ng ?áng v?i 2t . ch?ng h?n",2,3,0,3,positive,OTHER
"chúc m?ng double 2t , quán quân là v? trí r?t x?ng ?áng v?i 2t . ch?ng h?n",14,14,5,14,positive,SPECIALIZE
ki?u là ch? ngân và ch? ng?c d? th??ng nhí nh?m mong ch??ng trình s? m?i hai ch? vào mùa sau,2,6,7,10,positive,APPEARANCE
ki?u là ch? ngân và ch? ng?c d? th??ng nhí nh?m mong ch??ng trình s? m?i hai ch? vào mùa sau,2,6,7,10,positive,CHARACTERISTIC
ki?u là ch? ngân và ch? ng?c d? th??ng nhí nh?m mong ch??ng trình s? m?i hai ch? vào mùa sau,2,6,11,20,neutral,APPEARANCE
2t quá x?ng ?áng v?i ch?c vô ??ch bên trên là,0,0,1,7,positive,OTHER
justate mãi ??nh double 2t r?t x?ng ?áng liu grace top 2 h?p lý h?n,0,0,1,2,positive,SPECIALIZE
justate mãi ??nh double 2t r?t x?ng ?áng liu grace top 2 h?p lý h?n,3,4,6,7,positive,SPECIALIZE
justate mãi ??nh double 2t r?t x?ng ?áng liu grace top 2 h?p lý h?n,8,9,10,13,neutral,SPECIALIZE
cúp tình th??ng,,,,,neutral,OTHER
nh?c bigdady nghe phê ghê gi?ng c?a tez thì quá hay c?a v? phía bên ngoài là,0,1,2,4,positive,SPECIALIZE
nh?c bigdady nghe phê ghê gi?ng c?a tez thì quá hay c?a v? phía bên ngoài là,5,7,8,10,positive,SPECIALIZE
2t ?úng ki?u thua c? tr?m tr?n nh?ng ch? c?n th?ng 1 tr?n quy?t ??nh nói v?,0,0,1,14,neutral,OTHER
flow c?a anh thái ?úng là qu?c t? nh? v?y,0,3,4,7,positive,SPECIALIZE
tr?i ?i t?t lâu qué không có t?p m?i ?? xem nó t?c á m?c dù v?y,,,,,neutral,OTHER
"riêng cá nhân mình mình th?y 2t không tr?i b?ng hch , liugare và 24k . ?i v?",6,6,7,14,negative,SPECIALIZE
"riêng cá nhân mình mình th?y 2t không tr?i b?ng hch , liugare và 24k . ?i v?",10,14,,,positive,SPECIALIZE
?éo hi?u rap vi?t 24k rap h?n h?n d2t mà d2t là quán quân . chi?u và sau ?ó,2,3,0,1,negative,OTHER
?éo hi?u rap vi?t 24k rap h?n h?n d2t mà d2t là quán quân . chi?u và sau ?ó,4,5,6,8,positive,SPECIALIZE
th?y ?ng nh?n cúp mà c?ng th?y th??ng gê trái l?i,1,3,6,8,positive,APPEARANCE
nhã ph??ng xinh quá khum nh?n ra mong mùa 3 v?n là nh?ng thành viên này nha ,0,1,2,6,positive,APPEARANCE
nhã ph??ng xinh quá khum nh?n ra mong mùa 3 v?n là nh?ng thành viên này nha ,8,9,7,16,positive,SPECIALIZE
có thúy ngân là khoái li?n ai chê bã ch? có bã vui l?m,1,2,4,5,positive,APPEARANCE
x?ng ?áng . quán quân hay á quân ??u x?ng ?áng . chúc m?ng các e d??i phía bên ngoài là,,,0,1,positive,SPECIALIZE
x?ng ?áng . quán quân hay á quân ??u x?ng ?áng . chúc m?ng các e d??i phía bên ngoài là,3,7,9,10,positive,SPECIALIZE
x?ng ?áng . quán quân hay á quân ??u x?ng ?áng . chúc m?ng các e d??i phía bên ngoài là,14,15,12,13,positive,OTHER
có v? t?p cu?i mà nhi?u lúc âm thanh d? quá,2,3,5,10,negative,TECHNICAL
t?p này vui quá c??i n?i th??ng luôn,0,1,2,7,positive,SPECIALIZE
l?m qu?ng cáo th? thanh âm còn b? l?i n?a lên,1,2,0,0,negative,TECHNICAL
l?m qu?ng cáo th? thanh âm còn b? l?i n?a lên,4,5,6,8,negative,SPECIALIZE
có 7 hlv giám kh?o l?y ?âu ra 8 phi?u nh? s?n nha v? phía ngoài là,,,11,11,negative,SPECIALIZE
bài team bray nghe dính ngay t? ??u phía d??i là,0,2,3,4,positive,SPECIALIZE
chúc m?ng d2t b?n x?ng ?áng,2,2,4,5,positive,OTHER
t?p này r?t ý ngh?a và xúc ??ng 2 ngày 1 ?êm mãi tinh tim bên ngoài là,0,1,2,7,positive,SPECIALIZE
t?p này r?t ý ngh?a và xúc ??ng 2 ngày 1 ?êm mãi tinh tim bên ngoài là,8,11,12,14,positive,OTHER
thanh âm ???c ?i?u ch?nh t?t không có ti?ng ?n hay nhi?u giúp ng??i xem nghe rõ t?ng l?i nói và âm nh?c phát hi?n,0,1,3,11,positive,TECHNICAL
tóm l?i r?t hay ai c?ng vui r?t thích,,,,,neutral,OTHER
quoa lên ???c top trending r?i kìa bên trái,,,3,4,positive,OTHER
chúc m?ng em quán quân mùa 3,3,3,0,1,positive,OTHER
24k right ma m? nghe ??nh quá tr kh quán quân cx ph?i ?c á quân qua phía bên trong,0,1,2,15,positive,SPECIALIZE
"anh ty quá d? th??ng , anh nói hay quá l?n sau này",0,1,2,4,positive,CHARACTERISTIC
"anh ty quá d? th??ng , anh nói hay quá l?n sau này",6,6,7,9,positive,APPEARANCE
sao tr?n thành không gi?i thi?u karik nh? ? t?i su cái ng?ng hông hi?u luôn,1,2,3,6,negative,SPECIALIZE
"d2t x?ng ?áng , right c?ng ?ã r?t hay",0,0,1,2,positive,OTHER
"d2t x?ng ?áng , right c?ng ?ã r?t hay",4,4,7,8,positive,OTHER
ch?a t?ng c??i nh? con ?iên nào khi ??n ?o?n hát nhìn anh tú múa c??i b? b?ng,12,13,,,positive,APPEARANCE
bà ngân qu?ng mi?ng nh?t th?t ch? không ph?i ?ùa,0,1,2,5,negative,APPEARANCE
thích cách anh giang th??ng em gái vãi vào phía bên ngoài,,,0,7,positive,CHARACTERISTIC
hi hi tr?i ?i giây phút ??m ng??c chào ?ón giao th?a mà ông tr??ng giang ông d?ch ra cái gì á,,,2,21,neutral,APPEARANCE
mùa này th?t s? làm mình ?n t??ng sâu s?c . quá tuy?t v?i bên d??i,0,1,2,13,positive,SPECIALIZE
team anh b?o mãi ??nh th?t s?,0,2,3,4,positive,OTHER
??i c?a tr??ng giang ?n gian bên trong là,0,3,4,5,negative,APPEARANCE
ông này ch?t rap không lên ???c nh?t là,0,3,4,6,negative,SPECIALIZE
hay quá mong 2 ngày 1 ?êm ?c ti?p t?c mùa 3 n?a,3,6,0,1,positive,OTHER
hay quá mong 2 ngày 1 ?êm ?c ti?p t?c mùa 3 n?a,3,6,2,12,positive,OTHER
ph?n trình di?n c?a vanda ngh? c? c? nghe phê vãi,0,4,5,10,positive,SPECIALIZE
nh? là m? anh huy d? th??ng quá nhã ph??ng v?i qu?nh anh xinh x?u mong mùa sau l?m ?,2,4,5,7,positive,APPEARANCE
